id,value
725,15511612.156135958
731,7837805.191075538
733,7765537.071401037
734,12708016.951266369
738,13395150.721542489
740,11735185.709225684
743,13542915.962724403
747,13371218.882275976
750,12725700.057960158
752,11837036.191195745
753,8819966.659430277
756,10331758.303567573
758,10058595.264620915
768,15930501.147811651
770,11573178.660521355
772,9238666.959319875
773,11115517.681361511
791,12639584.717771588
793,14171224.876750791
794,9574556.744731424
798,11775215.736908302
799,8613441.526971813
801,14168421.217020862
804,13893019.788900156
805,12709185.909617744
811,10261620.57046824
822,11240430.199501386
824,11944680.717814837
827,10988000.062795743
828,10301434.695662348
832,10479367.588216098
837,12207564.67848037
844,9864736.646697996
851,8979277.456660965
852,9719766.328108365
854,9944070.342587477
856,11813266.747967495
860,10371464.856507067
867,6160869.462864647
877,9705449.268627236
880,6441692.988431913
883,9811448.343906622
885,7836806.6181472875
889,11218566.45656773
891,7510399.796653212
894,3658496.195246398
897,9606567.692232653
898,9203098.6523322
899,4426256.959093555
904,10495562.819235073
906,10131153.706821822
907,7516225.031924048
910,7954003.127681872
915,910715.1122362571
917,9105066.907389529
919,11145716.446674114
925,6942306.35700999
928,6394345.517315596
940,3647202.251998605
945,9445310.961637039
946,8396364.605885286
951,8466191.01758609
953,11839153.273440685
959,4330857.724716509
961,7357165.550002318
963,5938959.2279895255
965,5519975.766160635
971,5000650.803524615
973,6559940.501834642
983,4593480.480315858
985,9119533.272760808
997,5521986.896649614
998,5856155.260541007
999,8541444.526679926
1004,2584073.0191407306
1012,5953839.126627787
1014,11616809.319426078
1021,4971731.735446228
1024,10367341.96784488
1028,10327559.041272752
1034,7780112.725029431
1037,5883409.96111377
1038,12424860.841538027
1041,7954931.042160672
1043,7020342.794827935
1044,12879412.92950503
1048,11416504.411353704
1054,15189337.560170773
1058,8664097.394346192
1059,6329893.49054678
1061,11445830.100723905
1068,2799936.1837066063
1070,5892966.693543453
1075,11427460.121165128
1076,3392370.976082367
1078,7762055.460586214
1080,7881584.03275268
1082,13690769.031608641
1084,2232648.4750515763
1085,6559940.501834642
1088,11139826.927336251
1091,10598059.75521544
1094,13638500.94623001
1096,8387917.237111149
1099,8561620.661138564
1101,8760560.812096434
1103,9004744.268789142
1107,10294552.792716876
1108,9660340.5240921
1110,7137918.015628552
1117,9065632.255830942
1119,10004343.529420992
1120,8600886.87356567
1122,7053488.181510386
1130,15310700.378689056
1136,13613963.108632393
1137,7141982.800754009
1139,11763542.00524024
1140,10463273.503987316
1141,12190870.658782525
1144,9396135.42063057
1148,8394855.331710339
1165,8486303.273278035
1168,14634707.038550567
1174,10282127.831221864
1179,8863830.73328594
1187,10649262.02458302
1188,9372349.840057781
1190,3010585.121322391
1196,7635929.44248982
1197,4161218.9156040926
1200,8888935.459891977
1201,9670623.061071297
1203,4879406.601833016
1205,7994789.787402008
1208,8411115.682850778
1212,7891149.74232918
1213,7543704.237203451
1214,10628460.108372957
1217,7401689.347502271
1224,5873209.406546865
1228,9799207.81570903
1229,6618698.51960386
1239,7428994.956549954
1240,7338644.431311913
1247,10463276.857045904
1259,11800034.535966253
1261,8389792.783790797
1265,9133744.437571123
1268,8172307.449845081
1269,549305.1432379233
1271,12500939.750499386
1274,8244994.924736779
1275,7782572.771446682
1276,9436754.374075277
1277,3689576.0594800245
1278,8224740.52663258
1288,6245836.97535536
1291,7260075.649512686
1296,8754874.586499654
1297,7704642.687680643
1302,12587394.7605136
1304,10017532.033776144
1306,7949873.266158369
1307,2944085.554614798
1309,2173993.165872989
1310,7946519.5198131865
1314,6709646.919742512
1316,8378760.772617159
1317,12928545.75461661
1323,5211362.867564607
1324,7869134.0766683305
1325,8357996.768798576
1326,1678161.1849005714
1331,4990443.70196752
1333,5977271.112210946
1334,7902357.145031154
1335,7381887.021508161
1337,8463103.362949211
1347,10592532.208255392
1348,5544271.2151880795
1354,7452243.797499027
1355,4576373.745260492
1358,10139522.241418507
1362,8634442.260863021
1363,5918827.374812326
1375,7963747.763107991
1377,8636076.154159833
1380,10991878.607317902
1382,6670953.687326577
1391,4685606.6196521465
1397,6185840.0325059295
1400,7449089.0549032
1401,6915437.529158503
1405,12008698.904947696
1408,6702378.746302777
1409,7334113.884859287
1411,7136220.52980708
1417,4980856.412570368
1420,12752212.129372608
1421,9237698.867420467
1425,5901827.534385406
1428,5507735.374502294
1431,10646164.859436901
1436,7236781.176042586
1448,5545140.854874646
1450,6230432.7534897365
1458,6768423.833412699
1459,10385305.187733479
1463,5391379.392118854
1471,10981017.78247609
1473,7579027.111665681
1474,7283512.631856398
1476,9792563.211409127
1482,7348718.802180776
1487,7387760.031133118
1491,9848244.530213278
1496,4220127.90406675
1497,9044537.360276772
1498,9933299.65031924
1504,8664304.4680526
1507,9366353.736531934
1509,7465605.744914855
1513,6203791.47953697
1518,6601789.937249693
1519,5211362.867564607
1522,7853395.078989426
1532,8997513.072700784
1534,12843048.268190783
1538,8267796.816155601
1542,6808855.374892381
1544,7121424.907853383
1549,7991126.241358278
1558,7936047.457670551
1562,6617214.734574888
1563,6336369.12434907
1564,7319949.174298191
1565,3847831.921066531
1568,5256574.796372969
1569,6957932.746745909
1570,5142922.834467479
1573,5214712.223405046
1574,6859477.21765457
1578,6403486.613775468
1580,9489039.945968578
1581,2644760.8681267314
1585,6425759.701397644
1591,2930122.928676628
1598,5355237.061510566
1600,7233385.747405035
1609,7083478.332657627
1614,7347317.621822542
1619,7303098.676097482
1628,6733331.363878961
1630,7245819.486102473
1633,6006067.719126371
1638,6327981.110691257
1651,2736730.057876046
1652,7591207.164371099
1659,6107920.935404624
1663,6688125.732529996
1667,1533819.2053318983
1668,7274263.307991287
1670,8457172.24909483
1671,8412582.508663338
1675,5829811.889745574
1678,6637493.236541269
1681,7418261.442065664
1683,6460168.21953098
1687,7445739.827681615
1689,8647649.0307703
1690,6842820.748937451
1697,9498085.347465206
1700,6467543.492564696
1711,6603837.400757428
1713,4922254.4832019145
1720,6219718.449888719
1723,9357017.693701487
1729,8002947.549384985
1730,6857151.691685423
1735,8120696.728081561
1736,7160735.270563942
1737,5047859.459865475
1738,6443447.876063703
1741,8120777.945114753
1747,8353026.151301258
1753,6361436.409474497
1755,7091927.074249331
1764,5158381.36131007
1766,8914456.3393563
1770,2727948.387840301
1775,4371482.224707071
1776,6094532.709636486
1783,7151165.423315789
1789,7688334.789535675
1794,7274263.307991287
1795,5445829.797981614
1799,9583232.333101181
1802,5470673.540961068
1805,476515.90878269006
1808,8398915.065229189
1811,5498414.287989546
1812,8140264.818135546
1813,7745840.865044825
1816,7957633.600606691
1817,8390470.581577303
1820,807743.3337034544
1828,7231967.694618354
1837,8051655.21871124
1838,8440620.756812384
1840,4929778.473128011
1841,9049547.631515622
1842,9300743.913372116
1843,5993758.539627682
1845,7552559.347903152
1847,4445625.791591908
1848,6620336.980077378
1853,5398863.769506295
1855,8039122.543200935
1856,7479239.553954372
1861,9040160.464303605
1864,7895787.605572135
1871,5837685.419299809
1873,4402432.876081059
1874,9292139.796836104
1875,8330837.792944523
1876,6094532.709636486
1877,4420697.707769657
1885,7497748.850140088
1887,6475961.50468284
1894,7715306.516084755
1896,8586857.331487192
1897,9144557.776131805
1905,6674698.044691905
1908,2879245.2899513394
1909,10777760.37552227
1912,5259331.222882256
1918,11150412.458519286
1922,9975410.745032584
1923,7103931.874001324
1926,7807874.494390705
1930,5819024.542185612
1935,6416286.883495688
1949,5356429.60501489
1960,5543338.040218086
1967,6464971.675776355
1968,7624932.469305746
1969,4641717.90115347
1973,6001343.106431071
1974,5872993.416343845
1976,1623558.7047745653
1977,6335970.988134629
1978,9269827.523790063
1982,8648577.725668002
1986,4139334.527036758
1996,6779463.922843741
2002,4592032.7958402755
2010,8814383.94549582
2013,7388525.903096503
2014,4393385.83774291
2024,6103536.570267507
2026,2075457.8850586847
2027,7121326.413064199
2028,5657982.640432725
2031,2087119.473520496
2033,5580586.592217615
2038,7434183.962810928
2041,4166614.2458002847
2047,5657982.640432725
2054,5608477.179629888
2055,7007163.456383214
2057,6463250.483284833
2059,5418695.291590737
2062,5718173.927262101
2063,6465637.163073217
2074,1268552.5963849858
2077,5851918.894479477
2089,6732076.585189056
2092,7335366.710960051
2095,4131483.554240105
2099,7550579.923705678
2108,6974677.901992568
2116,2935600.696706719
2117,8018750.051909979
2120,3646958.3611704735
2130,4939678.452256452
2131,1597809.5543943401
2133,5020829.578046683
2135,4953472.486295655
2138,2339737.2384825516
2139,7343464.646136302
2140,7574388.445658484
2143,4345954.935394183
2144,5698048.152706822
2146,4969626.588129332
2148,1519837.2694412514
2153,7283899.223195641
2160,3152582.4707708037
2173,5850792.300821698
2179,5885194.244586794
2180,7359238.410742274
2181,2339737.2384825516
2182,741888.0903667168
2183,2420622.638615606
2184,6684975.882539026
2189,2690878.217650667
2190,7008525.732375219
2191,7329635.340836902
2192,7283293.082217788
2200,5170952.749900298
2205,3437301.744522443
2206,6216137.163292313
2207,6944078.353579037
2212,4519365.442175832
2215,1641624.37902493
2219,5865929.225252939
2229,7438890.813441423
2232,5015884.536927159
2238,5152007.591507554
2241,7358895.811175847
2244,3758170.104196847
2247,404954.7959099974
2249,6337038.626519176
2250,1307120.8669478875
2254,6055540.151078813
2255,5720650.0415287865
2262,6102565.52593923
2264,6267212.518703543
2268,7172305.706199974
2269,6996563.634466838
2281,2132584.362338014
2284,7752954.586215988
2288,4408682.686238955
2296,5651209.240494296
2299,7304397.978971573
2300,6823825.934997745
2302,6753471.505876016
2305,8410927.287048073
2310,4990365.706943654
2325,5981481.279864881
2327,4560997.03667449
2332,6648264.82719835
2333,4514601.8958142195
2343,6541712.540612068
2347,7950151.472480901
2350,4353491.802323735
2356,6479970.155740627
2359,9455604.437241908
2365,4363856.748053742
2370,4285308.49133169
2372,7378465.62748404
2375,5009113.850724998
2382,5928902.2293418115
2383,7938658.934842452
2386,4125963.3637055387
2390,6406079.468882091
2398,3184908.6535387556
2403,6745189.035380563
2406,5394595.940460116
2411,4903616.138074353
2418,3097956.810116729
2419,6176995.673765466
2422,6560951.302088204
2429,4632874.982304929
2430,6238401.375936441
2431,6395361.97687345
2434,5380204.555304634
2439,5894003.763056861
2443,6106265.077988787
2445,9609316.974966321
2449,7268521.232611246
2452,4342919.751248038
2456,5834894.716817619
2459,8272361.34646922
2465,5417458.036839773
2476,4426989.628383422
2485,5737977.319104809
2488,2990719.3864436406
2490,7119707.322775505
2491,6639182.209829828
2492,5512914.860766046
2501,1969381.0567329947
2503,6562166.540946107
2506,5744897.45521041
2508,5497614.582947216
2510,3260545.6037731315
2513,7203587.632710667
2520,5520495.177480509
2521,4583860.808637421
2525,6389469.967434365
2526,1209394.8658258202
2529,5071724.657822116
2530,3867418.0321993236
2535,1771200.529932491
2536,3833982.0742150834
2540,273874.45175145223
2543,2033273.2282051067
2547,4692249.455302749
2549,874635.3506008659
2558,4175105.9358321736
2559,3720289.119087437
2562,5084653.731089504
2568,793179.4773778265
2570,3892472.175751094
2571,3685255.5540442523
2573,1832755.9525636674
2575,3936116.2003238546
2576,3352772.894408841
2577,3329543.3518609744
2578,3057910.601343847
2581,4688194.434321473
2582,4172505.385642642
2583,5389572.367903752
2584,3906041.9584433525
2586,878457.5773354075
2587,4081713.2620544005
2595,2677957.300102594
2600,4336512.240804018
2603,4172505.385642642
2604,4440346.108642459
2605,3074727.468761664
2606,4461444.7804545
2610,5043094.10953045
2613,4341343.756821692
2630,4973310.904551907
2631,943100.8569331758
2632,5142410.622104925
2652,4671113.940418227
2659,3351200.2455992135
2662,5207363.963527101
2665,1616818.0108293016
2667,4811659.304451687
2668,5580988.312463161
2672,3408526.559316638
2674,2996847.3175013307
2675,3074727.468761664
2676,4358863.006851973
2678,3835551.9923955724
2685,4213117.27613981
2689,2484207.109609466
2691,2683900.2886484265
2694,4972640.969221041
2695,1836979.0237285239
2697,3525384.8734398317
2699,4551375.87072239
2700,3079022.876273298
2701,2687666.359810442
2705,3942294.0311567215
2716,2821193.955920334
2718,3243961.113002075
2721,3248857.848330489
2733,4636889.756121836
2737,1856401.6411844126
2739,5679551.412864467
2748,4342727.021517189
2749,3703241.8524908815
2752,3765683.072019999
2753,2553234.765876324
2755,851080.5758784221
2765,2242686.1639690567
2766,3074727.468761664
2774,3837210.188554919
2775,3892472.175751094
2776,4742617.713715843
2777,2242686.1639690567
2779,3292554.8178620175
2785,5361253.85895598
2786,6548407.014898714
2796,4616427.628819269
2797,2703591.570164203
2805,4931561.462510107
2807,4828406.553477876
2809,6867237.932829207
2810,3075136.0796276648
2816,3319137.511693558
2817,4178134.5810502116
2819,4974331.867790239
2827,4007319.6120835026
2833,3550272.0799124306
2835,5179586.417266702
2837,3568684.2370800665
2841,4850633.547545829
2842,5062045.512269854
2843,5085515.426435279
2851,2977432.1265959544
2854,5939027.946216464
2860,3044125.9154961086
2863,2457445.6187812807
2869,3879988.4071036773
2874,1538555.9483557534
2876,1326149.2354461472
2877,4080170.2192239026
2878,3941388.6268416652
2882,5858497.642915313
2887,3288534.2765682014
2889,3960061.6320435586
2890,3505812.041935177
2903,4498649.407430276
2906,2192675.671025862
2910,5106980.190774158
2912,5199078.442562336
2913,3080798.4551219726
2918,4338303.476881923
2921,3343604.776449817
2922,5154063.930766143
2925,6877887.320148945
2927,3686636.4238659847
2930,3533256.5926345135
2936,2939443.790773377
2937,2137367.572727142
2943,4562582.906719017
2946,513866.89817935444
2947,3079989.96089104
2949,734292.6081992547
2952,3529005.117581478
2953,2661654.156724888
2955,3894093.834093692
2957,3197432.5938002
2960,3832069.810613816
2962,2493044.829014756
2963,3881931.1770348605
2969,5233278.300128855
2977,3057910.601343847
2979,3738201.391347751
2980,5286742.647796014
2992,5349048.35662283
2994,5210170.259863596
3002,4062694.6533817817
3008,6334375.515311017
3009,1503462.0989961387
3011,3215545.0400089985
3016,4864570.645108058
3022,4574632.243019474
3023,3847420.030630404
3031,3867418.0321993236
3035,3541930.028147404
3039,4419249.834358999
3045,7723810.933124766
3048,3849711.8086481337
3052,2967634.6286360305
3055,5068477.919299547
3056,4604146.6991553735
3058,1675827.9740090093
3068,4994042.307438137
3069,5405474.300154067
3070,6359305.544007967
3072,4692888.845002197
3073,4820645.43480885
3074,5426809.466930056
3075,4354766.171048937
3077,5182479.7127033975
3080,3569237.870198886
3091,5774271.589846709
3102,3345827.748227242
3106,3324966.235710742
3116,3770127.462486484
3123,2413489.9092494063
3124,3630319.6751284953
3126,3886619.2701276774
3130,3476681.391241148
3137,1468919.4179806728
3139,1987595.6600755872
3146,4553334.86881362
3147,4048647.614732091
3152,3664982.287767282
3160,3108620.239391281
3166,2900604.5281831278
3168,3510348.0056329607
3170,3367497.8713139216
3172,4091189.1023436543
3173,5421423.216666422
3176,868596.7591209775
3177,1757397.178800539
3197,3344151.18095779
3200,4158254.2834909637
3201,4094213.1296040076
3204,3863480.5581313474
3206,4371536.882593191
3210,3243305.403491602
3219,2442983.3083446627
3220,2368034.546371227
3229,2413992.7398338947
3232,4747745.221452845
3235,2831477.358694707
3236,2572450.746138
3239,2136687.8664680375
3240,655154.1015337377
3249,3198624.4986101445
3257,3937473.536995073
3260,5029843.436492123
3262,4105917.4935589973
3264,1943237.7552492756
3267,3200723.2139031854
3268,2550589.356340256
3272,3526073.143139611
3278,4179865.4831473525
3286,3068140.3250139686
3290,1905493.3401425155
3291,2377276.9356470355
3292,4252513.601112922
3293,3132894.44803138
3296,2190546.4489235994
3305,3042785.2839862686
3308,3055391.804626398
3309,2815495.5481994282
3315,2456041.7473134566
3319,2687505.128475964
3320,3071487.6574507114
3326,4294853.636337617
3330,4142038.626077383
3333,2844570.098953554
3334,4869308.31293797
3337,3913512.933448609
3341,3152137.903834183
3342,3513832.618272603
3343,2896985.950284497
3345,3636618.861194262
3346,3263683.1155716246
3347,642212.9828839179
3355,3706936.4551984174
3358,2139952.2638893425
3359,2670698.3389668753
3361,5065693.542629292
3362,4313749.342900265
3364,828811.0996675622
3365,2271382.979530785
3367,2848323.7612157743
3369,3825947.225572684
3374,3951981.477317794
3386,2599257.1187555213
3389,1637665.4041535605
3390,3042785.2839862686
3395,3133508.3482548217
3403,3892436.6313101146
3410,2716665.1546346187
3411,3463714.047853563
3413,2257748.367744716
3417,3753331.465822316
3419,4107778.2788656633
3425,1652983.6697395118
3426,1638342.9951411458
3429,691018.4254815476
3433,2874418.4782530246
3436,4193109.683544942
3445,1652434.6918675567
3447,3241084.5669371723
3448,4134374.5816904954
3454,2895599.476953117
3461,2842792.9996886114
3468,3890255.148599157
3470,2442983.3083446627
3475,2257748.367744716
3482,3207477.4839035617
3484,3073486.419066974
3491,6106661.144465893
3492,493208.90145639936
3496,2123762.745240492
3500,3465156.67173391
3514,391698.80169414275
3524,3841494.063728377
3526,3916516.4930916363
3527,4154455.6396689145
3528,2949940.7223014496
3532,4276948.993285385
3534,3942811.413603907
3535,3276973.0296124136
3539,3976938.720725744
3540,2829463.4943428175
3555,3257412.5240836972
3563,2131871.2103406414
3569,2062713.9196795556
3572,3984204.0101272543
3575,3636618.861194262
3584,3085139.3686295394
3588,3779098.1245037527
3597,4077104.876361939
3598,3109154.7785389647
3601,2391981.6412800453
3612,3965000.527301465
3614,2818886.606649786
3615,1719800.1505175293
3618,3919114.709529326
3625,2501374.0700855274
3655,1228544.3592532114
3661,2242977.797327318
3665,3949155.2987497817
3666,828811.0996675622
3675,3344151.18095779
3683,5830294.706438829
3685,1948564.684928621
3688,3509527.7257063086
3690,4896120.510045346
3697,3033300.171462288
3710,969857.8289635656
3716,2869271.7208094583
3727,3057316.3565403204
3738,2474983.8929067077
3745,1955791.7815805292
3749,4911418.141578255
3754,4689628.524061333
3776,2653806.854870664
3778,5621441.250185338
3784,3708057.1535513364
3786,2391981.6412800453
3788,2150094.38324282
3791,3636487.9500358454
3803,3467165.909790578
3809,4370725.8389824
3811,2454288.2453792947
3817,2884048.0584535883
3820,3428091.360134085
3824,3319295.78249376
3826,2332355.687957163
3829,604456.184763716
3831,3317827.0644104416
3832,3299876.1179504106
3836,1521389.529056861
3845,3102346.654703687
3846,2497905.514247142
3848,2771829.458827299
3849,2322013.5449896716
3857,1815397.3449154312
3859,2306717.091816584
3861,2619943.9221404837
3867,3168010.5522895074
3876,2252289.021600794
3877,2176791.421232551
3878,668108.4973407779
3883,1813568.1890435927
3885,2440214.829864562
3889,1905278.328962289
3890,2300169.551088334
3891,2871024.5478349957
3913,2241538.871795329
3920,3929999.968034436
3922,1548180.4761756158
3930,2267673.933098578
3931,3157408.3456412167
3934,4465202.177547516
3941,2912177.0026705884
3942,671105.5964327432
3945,2303899.3011624506
3950,170235.38146819724
3951,1079583.3644228335
3959,318079.56731403316
3960,965426.4611679452
3962,1398356.999262277
3972,4595917.999833804
3982,1814069.1454714295
3984,2757642.5698486767
3986,1857669.7433127218
3988,3011047.008180082
3989,3393686.2696170174
3990,2612506.126624727
3991,2340047.1899565235
3995,1722488.6984461474
3997,2003605.646315031
4000,2625746.6291128476
4002,2129166.5114740245
4007,1821687.477635968
4010,2505778.118547247
4012,3197756.4465218466
4013,1692078.6715896847
4019,2245641.8345272606
4028,142768.24511111964
4032,2507954.2033625515
4035,2474702.441672651
4038,2075333.938546131
4040,3414060.6453281343
4042,2303385.3428170374
4046,3102096.8785264688
4054,2568119.7420599754
4065,3769506.458911185
4073,1665909.914213881
4074,958166.3378273826
4084,1674307.7679576087
4106,2371306.236377423
4108,1120544.132874407
4109,1240534.2126320857
4110,3726887.208042084
4111,2313884.702280271
4112,2757642.5698486767
4113,1468509.8902424634
4115,716473.9802357525
4119,1968868.5524042288
4123,3056210.992292271
4129,2161013.6232276745
4131,1714951.0714400923
4133,1329684.9811627322
4138,3107153.054761581
4143,2031458.452702956
4146,2031458.452702956
4151,1705548.8571666204
4161,958166.3378273826
4163,2075333.938546131
4166,654191.9327836442
4168,2494023.843579999
4171,1833322.7444708797
4180,2109721.8921826677
4185,1736997.832207269
4189,3073529.618831516
4190,1291329.4807617054
4191,2394798.943240508
4197,1744694.2665080465
4201,1720553.959291491
4208,2463635.1890093
4213,1672035.6953267488
4219,3680973.6346397577
4221,3086754.252840407
4226,1350941.5573434783
4233,2493067.3597110403
4241,1385534.1943444419
4245,3378822.2570692217
4256,2258146.0058409143
4261,2477175.6805412234
4262,3223786.3229802614
4268,306279.87225519324
4274,307501.3535648028
4278,1722488.6984461474
4279,2147480.0883097034
4280,3251077.748230193
4289,2303899.3011624506
4291,2860521.006041636
4294,2554465.844606744
4301,3047794.4970456287
4308,2424802.3435028754
4310,3318049.46309822
4312,2614349.091960251
4315,2521859.7663898724
4321,2767236.8936171653
4325,2134063.441046738
4326,1964573.234446064
4327,1785134.2321445243
4328,795561.0559679354
4329,2029283.396449598
4341,1835187.8885770417
4343,2075344.2788208653
4349,2481866.920127487
4350,1350941.5573434783
4357,1959006.5820335709
4359,1848322.4056397043
4362,555809.1323167894
4364,1715268.665546404
4366,1881489.372585808
4369,554015.5925755093
4376,2911749.254272164
4380,2887654.2892907597
4381,2415933.615758351
4383,1240534.2126320857
4388,1934875.446243873
4395,3957400.4815579234
4396,2883023.7040768964
4407,1527182.084073189
4414,2390565.855497445
4415,1557990.5826336923
4416,3415537.911497607
4419,703734.5392319822
4425,2371306.236377423
4427,3175142.757415138
4432,1715268.665546404
4433,2473628.87378673
4435,3102346.654703687
4440,3170887.0190075296
4441,728672.4895947945
4443,1557238.5447546435
4446,3932945.760917015
4454,2944994.692946242
4462,2109248.106062007
4474,3045972.949293473
4481,982229.0565394062
4484,3878464.113653196
4489,1900233.8705413206
4491,1885762.0358462452
4492,2443771.1012414508
4505,1533186.457302547
4510,1290979.361278065
4520,2095316.925205399
4521,2200645.508344836
4522,2189939.8410255844
4529,946655.5184857846
4531,1641172.033264326
4532,1910462.135211895
4557,2177968.617448521
4561,2247572.685720411
4562,2123275.570060341
4564,1547830.3423851528
4566,1044506.8291132506
4571,2362672.5266518733
4581,2363786.4911235515
4584,3616842.6003455864
4585,1987854.3468853373
4590,2137911.557572613
4594,2022871.0861394121
4595,1329274.9611913445
4596,1837128.0113741956
4598,1988517.3916306235
4601,2177968.617448521
4604,3164407.4661712027
4605,2985367.2729311837
4610,1950007.340235068
4618,1640383.1352707166
4619,2152502.2960197194
4620,1264931.8036245874
4623,2681770.1260194266
4628,1519456.198974368
4635,1664981.859129868
4645,1322719.2706006921
4652,2376505.691559393
4654,1375312.5804918131
4655,2362672.5266518733
4656,1925998.5506961965
4657,664389.5764328057
4661,724945.4123943988
4662,1293756.8772633038
4663,696742.7739302625
4665,2103956.7093889094
4670,1973102.2033375313
4671,2017193.4538776125
4672,2266448.6899243584
4675,1285420.38614794
4676,1381988.4433352102
4678,2304006.475830043
4681,1184906.3294617124
4684,1722997.100549372
4687,1184906.3294617124
4697,2787868.5938649774
4705,1985347.2594384353
4707,1945752.9212539776
4714,1828859.5104024191
4715,1821104.977875433
4717,1460673.9207542296
4721,1375340.51725257
4725,2090265.5817088368
4726,1594158.310495298
4730,2407130.0531643005
4732,1855087.0054472047
4734,1766851.4053342757
4735,1456577.2809866313
4741,1895181.8569703358
4750,2148838.121996656
4757,1496970.1738552824
4760,2157073.4130409393
4765,1584014.8199713314
4767,1183843.5886932353
4769,1692065.3930571245
4770,883976.7523090786
4773,1434095.7158451753
4775,870353.9386527434
4779,1944937.562999064
4783,3775802.769350062
4787,1378617.5781204759
4794,2121785.472203413
4796,2362640.421889371
4797,1488532.0537218847
4801,2166545.5690782885
4806,1862583.6850363351
4808,2377425.017754328
4814,3177677.142010501
4820,1679827.931764996
4825,1849027.993017632
4828,2134170.9170328425
4840,1029217.6225647097
